agent,timestep,location,x,y,orientation
3,214,634,4,21,-1
4,210,126,6,4,-1
4,211,125,5,4,-1
4,212,124,4,4,-1
4,213,154,4,5,-1
4,214,184,4,6,-1
0,215,130,10,4,-1
0,216,131,11,4,-1
0,217,132,12,4,-1
0,218,133,13,4,-1
0,219,134,14,4,-1
1,215,185,5,6,-1
1,216,155,5,5,-1
1,217,125,5,4,-1
1,218,126,6,4,-1
1,219,127,7,4,-1
2,215,736,16,24,-1
2,216,706,16,23,-1
2,217,676,16,22,-1
2,218,646,16,21,-1
2,219,616,16,20,-1
3,215,604,4,20,-1
3,216,574,4,19,-1
3,217,544,4,18,-1
3,218,514,4,17,-1
3,219,484,4,16,-1
4,215,214,4,7,-1
4,216,244,4,8,-1
4,217,274,4,9,-1
4,218,304,4,10,-1
4,219,334,4,11,-1
0,220,135,15,4,-1
0,221,134,14,4,-1
0,222,133,13,4,-1
0,223,132,12,4,-1
0,224,102,12,3,-1
1,220,128,8,4,-1
1,221,129,9,4,-1
1,222,130,10,4,-1
1,223,131,11,4,-1
1,224,132,12,4,-1
2,220,617,17,20,-1
2,221,587,17,19,-1
2,222,557,17,18,-1
2,223,527,17,17,-1
2,224,526,16,17,-1
3,220,454,4,15,-1
3,221,484,4,16,-1
3,222,514,4,17,-1
3,223,544,4,18,-1
3,224,543,3,18,-1
4,220,364,4,12,-1
4,221,394,4,13,-1
4,222,424,4,14,-1
4,223,454,4,15,-1
4,224,424,4,14,-1
0,225,132,12,4,-1
0,226,131,11,4,-1
0,227,130,10,4,-1
0,228,129,9,4,-1
0,229,128,8,4,-1
1,225,133,13,4,-1
1,226,134,14,4,-1
1,227,135,15,4,-1
1,228,105,15,3,-1
1,229,106,16,3,-1
2,225,525,15,17,-1
2,226,495,15,16,-1
2,227,465,15,15,-1
2,228,435,15,14,-1
2,229,405,15,13,-1
3,225,573,3,19,-1
3,226,603,3,20,-1
3,227,633,3,21,-1
3,228,663,3,22,-1
3,229,693,3,23,-1
4,225,394,4,13,-1
4,226,364,4,12,-1
4,227,334,4,11,-1
4,228,304,4,10,-1
4,229,274,4,9,-1
0,230,127,7,4,-1
0,231,126,6,4,-1
0,232,125,5,4,-1
0,233,124,4,4,-1
0,234,125,5,4,-1
1,230,107,17,3,-1
1,231,108,18,3,-1
1,232,109,19,3,-1
1,233,110,20,3,-1
1,234,111,21,3,-1
2,230,375,15,12,-1
2,231,345,15,11,-1
2,232,315,15,10,-1
2,233,285,15,9,-1
2,234,255,15,8,-1
3,230,723,3,24,-1
3,231,753,3,25,-1
3,232,754,4,25,-1
3,233,724,4,24,-1
3,234,694,4,23,-1
4,230,244,4,8,-1
4,231,214,4,7,-1
4,232,184,4,6,-1
4,233,154,4,5,-1
4,234,124,4,4,-1
0,235,126,6,4,-1
0,236,127,7,4,-1
0,237,128,8,4,-1
0,238,129,9,4,-1
0,239,130,10,4,-1
1,235,141,21,4,-1
1,236,142,22,4,-1
1,237,143,23,4,-1
1,238,144,24,4,-1
1,239,145,25,4,-1
2,235,225,15,7,-1
2,236,195,15,6,-1
2,237,165,15,5,-1
2,238,135,15,4,-1
2,239,134,14,4,-1
3,235,664,4,22,-1
3,236,634,4,21,-1
3,237,604,4,20,-1
3,238,574,4,19,-1
3,239,544,4,18,-1
4,235,154,4,5,-1
4,236,184,4,6,-1
4,237,214,4,7,-1
4,238,244,4,8,-1
4,239,274,4,9,-1
0,240,131,11,4,-1
0,241,132,12,4,-1
0,242,133,13,4,-1
0,243,134,14,4,-1
0,244,135,15,4,-1
1,240,144,24,4,-1
1,241,143,23,4,-1
1,242,142,22,4,-1
1,243,141,21,4,-1
1,244,140,20,4,-1
2,240,133,13,4,-1
2,241,163,13,5,-1
2,242,162,12,5,-1
2,243,161,11,5,-1
2,244,160,10,5,-1
3,240,514,4,17,-1
3,241,484,4,16,-1
3,242,454,4,15,-1
3,243,424,4,14,-1
3,244,425,5,14,-1
4,240,304,4,10,-1
4,241,334,4,11,-1
4,242,364,4,12,-1
4,243,394,4,13,-1
4,244,424,4,14,-1
0,245,134,14,4,-1
0,246,133,13,4,-1
0,247,132,12,4,-1
0,248,131,11,4,-1
0,249,130,10,4,-1
1,245,139,19,4,-1
1,246,138,18,4,-1
1,247,137,17,4,-1
1,248,136,16,4,-1
1,249,135,15,4,-1
2,245,159,9,5,-1
2,246,158,8,5,-1
2,247,157,7,5,-1
2,248,156,6,5,-1
2,249,155,5,5,-1
3,245,395,5,13,-1
3,246,365,5,12,-1
3,247,335,5,11,-1
3,248,305,5,10,-1
3,249,275,5,9,-1
4,245,454,4,15,-1
4,246,484,4,16,-1
4,247,485,5,16,-1
4,248,486,6,16,-1
4,249,487,7,16,-1
0,250,129,9,4,-1
0,251,128,8,4,-1
0,252,127,7,4,-1
0,253,126,6,4,-1
0,254,156,6,5,-1
1,250,105,15,3,-1
1,251,106,16,3,-1
1,252,107,17,3,-1
1,253,108,18,3,-1
1,254,109,19,3,-1
2,250,154,4,5,-1
2,251,124,4,4,-1
2,252,154,4,5,-1
2,253,184,4,6,-1
2,254,214,4,7,-1
3,250,245,5,8,-1
3,251,215,5,7,-1
3,252,185,5,6,-1
3,253,155,5,5,-1
3,254,125,5,4,-1
4,250,488,8,16,-1
4,251,489,9,16,-1
4,252,490,10,16,-1
4,253,491,11,16,-1
4,254,492,12,16,-1
0,255,155,5,5,-1
0,256,154,4,5,-1
0,257,124,4,4,-1
0,258,154,4,5,-1
0,259,184,4,6,-1
1,255,110,20,3,-1
1,256,111,21,3,-1
1,257,141,21,4,-1
1,258,142,22,4,-1
1,259,143,23,4,-1
2,255,244,4,8,-1
2,256,274,4,9,-1
2,257,304,4,10,-1
2,258,334,4,11,-1
2,259,364,4,12,-1
3,255,126,6,4,-1
3,256,127,7,4,-1
3,257,128,8,4,-1
3,258,129,9,4,-1
3,259,130,10,4,-1
4,255,493,13,16,-1
4,256,494,14,16,-1
4,257,495,15,16,-1
4,258,496,16,16,-1
4,259,526,16,17,-1
0,260,214,4,7,-1
0,261,244,4,8,-1
0,262,274,4,9,-1
0,263,304,4,10,-1
0,264,334,4,11,-1
1,260,144,24,4,-1
1,261,145,25,4,-1
1,262,144,24,4,-1
1,263,143,23,4,-1
1,264,142,22,4,-1
2,260,394,4,13,-1
2,261,424,4,14,-1
2,262,454,4,15,-1
2,263,424,4,14,-1
2,264,394,4,13,-1
3,260,131,11,4,-1
3,261,132,12,4,-1
3,262,133,13,4,-1
3,263,134,14,4,-1
3,264,135,15,4,-1
4,260,556,16,18,-1
4,261,586,16,19,-1
4,262,616,16,20,-1
4,263,646,16,21,-1
4,264,676,16,22,-1
0,265,335,5,11,-1
0,266,365,5,12,-1
0,267,395,5,13,-1
0,268,425,5,14,-1
0,269,455,5,15,-1
1,265,141,21,4,-1
1,266,140,20,4,-1
1,267,139,19,4,-1
1,268,138,18,4,-1
1,269,137,17,4,-1
2,265,364,4,12,-1
2,266,334,4,11,-1
2,267,304,4,10,-1
2,268,274,4,9,-1
2,269,244,4,8,-1
3,265,134,14,4,-1
3,266,133,13,4,-1
3,267,132,12,4,-1
3,268,131,11,4,-1
3,269,130,10,4,-1
4,265,706,16,23,-1
4,266,736,16,24,-1
4,267,766,16,25,-1
4,268,767,17,25,-1
4,269,768,18,25,-1
0,270,485,5,16,-1
0,271,486,6,16,-1
0,272,487,7,16,-1
0,273,488,8,16,-1
0,274,489,9,16,-1
1,270,167,17,5,-1
1,271,166,16,5,-1
1,272,196,16,6,-1
1,273,226,16,7,-1
1,274,256,16,8,-1
2,270,214,4,7,-1
2,271,184,4,6,-1
2,272,154,4,5,-1
2,273,124,4,4,-1
2,274,94,4,3,-1
3,270,129,9,4,-1
3,271,128,8,4,-1
3,272,127,7,4,-1
3,273,126,6,4,-1
3,274,125,5,4,-1
4,270,769,19,25,-1
4,271,770,20,25,-1
4,272,771,21,25,-1
4,273,772,22,25,-1
4,274,773,23,25,-1
0,275,490,10,16,-1
0,276,491,11,16,-1
0,277,492,12,16,-1
0,278,493,13,16,-1
0,279,494,14,16,-1
1,275,286,16,9,-1
1,276,316,16,10,-1
1,277,346,16,11,-1
1,278,376,16,12,-1
1,279,406,16,13,-1
2,275,95,5,3,-1
2,276,96,6,3,-1
2,277,97,7,3,-1
2,278,98,8,3,-1
2,279,99,9,3,-1
3,275,124,4,4,-1
3,276,125,5,4,-1
3,277,126,6,4,-1
3,278,127,7,4,-1
3,279,128,8,4,-1
4,275,774,24,25,-1
4,276,775,25,25,-1
4,277,805,25,26,-1
4,278,804,24,26,-1
4,279,803,23,26,-1
0,280,495,15,16,-1
0,281,496,16,16,-1
0,282,526,16,17,-1
0,283,556,16,18,-1
0,284,586,16,19,-1
1,280,436,16,14,-1
1,281,466,16,15,-1
1,282,465,15,15,-1
1,283,464,14,15,-1
1,284,463,13,15,-1
2,280,100,10,3,-1
2,281,101,11,3,-1
2,282,102,12,3,-1
2,283,103,13,3,-1
2,284,104,14,3,-1
3,280,129,9,4,-1
3,281,130,10,4,-1
3,282,131,11,4,-1
3,283,132,12,4,-1
3,284,133,13,4,-1
4,280,802,22,26,-1
4,281,801,21,26,-1
4,282,800,20,26,-1
4,283,799,19,26,-1
4,284,798,18,26,-1
0,285,616,16,20,-1
0,286,646,16,21,-1
0,287,676,16,22,-1
0,288,706,16,23,-1
0,289,736,16,24,-1
1,285,462,12,15,-1
1,286,461,11,15,-1
1,287,460,10,15,-1
1,288,459,9,15,-1
1,289,458,8,15,-1
2,285,105,15,3,-1
2,286,105,15,3,-1
2,287,135,15,4,-1
2,288,134,14,4,-1
2,289,133,13,4,-1
3,285,134,14,4,-1
3,286,135,15,4,-1
3,287,134,14,4,-1
3,288,133,13,4,-1
3,289,132,12,4,-1
4,285,797,17,26,-1
4,286,796,16,26,-1
4,287,766,16,25,-1
4,288,765,15,25,-1
4,289,764,14,25,-1
0,290,766,16,25,-1
0,291,767,17,25,-1
0,292,768,18,25,-1
0,293,769,19,25,-1
0,294,770,20,25,-1
1,290,457,7,15,-1
1,291,456,6,15,-1
1,292,455,5,15,-1
1,293,454,4,15,-1
1,294,484,4,16,-1
2,290,132,12,4,-1
2,291,131,11,4,-1
2,292,130,10,4,-1
2,293,129,9,4,-1
2,294,128,8,4,-1
3,290,131,11,4,-1
3,291,130,10,4,-1
3,292,129,9,4,-1
3,293,128,8,4,-1
3,294,127,7,4,-1
4,290,763,13,25,-1
4,291,762,12,25,-1
4,292,761,11,25,-1
4,293,760,10,25,-1
4,294,759,9,25,-1
0,295,771,21,25,-1
0,296,772,22,25,-1
0,297,773,23,25,-1
0,298,774,24,25,-1
0,299,775,25,25,-1
1,295,514,4,17,-1
1,296,544,4,18,-1
1,297,543,3,18,-1
1,298,573,3,19,-1
1,299,603,3,20,-1
2,295,127,7,4,-1
2,296,126,6,4,-1
2,297,125,5,4,-1
2,298,124,4,4,-1
2,299,154,4,5,-1
3,295,126,6,4,-1
3,296,125,5,4,-1
3,297,124,4,4,-1
3,298,154,4,5,-1
3,299,184,4,6,-1
4,295,758,8,25,-1
4,296,757,7,25,-1
4,297,756,6,25,-1
4,298,755,5,25,-1
4,299,754,4,25,-1
0,300,805,25,26,-1
0,301,804,24,26,-1
0,302,803,23,26,-1
0,303,802,22,26,-1
0,304,801,21,26,-1
1,300,633,3,21,-1
1,301,663,3,22,-1
1,302,693,3,23,-1
1,303,723,3,24,-1
1,304,753,3,25,-1
2,300,184,4,6,-1
2,301,214,4,7,-1
2,302,244,4,8,-1
2,303,274,4,9,-1
2,304,304,4,10,-1
3,300,214,4,7,-1
3,301,244,4,8,-1
3,302,274,4,9,-1
3,303,304,4,10,-1
3,304,334,4,11,-1
4,300,724,4,24,-1
4,301,694,4,23,-1
4,302,664,4,22,-1
4,303,634,4,21,-1
4,304,604,4,20,-1
0,305,800,20,26,-1
0,306,799,19,26,-1
0,307,798,18,26,-1
0,308,797,17,26,-1
0,309,796,16,26,-1
1,305,754,4,25,-1
1,306,724,4,24,-1
1,307,694,4,23,-1
1,308,664,4,22,-1
1,309,634,4,21,-1
2,305,334,4,11,-1
2,306,364,4,12,-1
2,307,394,4,13,-1
2,308,424,4,14,-1
2,309,454,4,15,-1
3,305,364,4,12,-1
3,306,394,4,13,-1
3,307,424,4,14,-1
3,308,454,4,15,-1
3,309,455,5,15,-1
4,305,574,4,19,-1
4,306,544,4,18,-1
4,307,514,4,17,-1
4,308,484,4,16,-1
4,309,484,4,16,-1
0,310,766,16,25,-1
0,311,765,15,25,-1
0,312,764,14,25,-1
0,313,763,13,25,-1
0,314,762,12,25,-1
1,310,604,4,20,-1
1,311,574,4,19,-1
1,312,574,4,19,-1
1,313,574,4,19,-1
1,314,544,4,18,-1
2,310,424,4,14,-1
2,311,394,4,13,-1
2,312,364,4,12,-1
2,313,334,4,11,-1
2,314,304,4,10,-1
3,310,485,5,16,-1
3,311,486,6,16,-1
3,312,487,7,16,-1
3,313,488,8,16,-1
3,314,489,9,16,-1
4,310,454,4,15,-1
4,311,484,4,16,-1
4,312,514,4,17,-1
4,313,544,4,18,-1
4,314,543,3,18,-1
0,315,761,11,25,-1
0,316,760,10,25,-1
0,317,759,9,25,-1
0,318,758,8,25,-1
0,319,757,7,25,-1
1,315,514,4,17,-1
1,316,484,4,16,-1
1,317,454,4,15,-1
1,318,484,4,16,-1
1,319,514,4,17,-1
2,315,274,4,9,-1
2,316,244,4,8,-1
2,317,214,4,7,-1
2,318,184,4,6,-1
2,319,154,4,5,-1
3,315,490,10,16,-1
3,316,491,11,16,-1
3,317,492,12,16,-1
3,318,493,13,16,-1
3,319,494,14,16,-1
4,315,573,3,19,-1
4,316,603,3,20,-1
4,317,633,3,21,-1
4,318,663,3,22,-1
4,319,693,3,23,-1
0,320,756,6,25,-1
0,321,755,5,25,-1
0,322,725,5,24,-1
0,323,695,5,23,-1
0,324,665,5,22,-1
1,320,544,4,18,-1
1,321,543,3,18,-1
1,322,573,3,19,-1
1,323,603,3,20,-1
1,324,633,3,21,-1
2,320,124,4,4,-1
2,321,154,4,5,-1
2,322,184,4,6,-1
2,323,214,4,7,-1
2,324,244,4,8,-1
3,320,495,15,16,-1
3,321,496,16,16,-1
3,322,526,16,17,-1
3,323,556,16,18,-1
3,324,586,16,19,-1
4,320,723,3,24,-1
4,321,753,3,25,-1
4,322,754,4,25,-1
4,323,724,4,24,-1
4,324,694,4,23,-1
0,325,665,5,22,-1
0,326,664,4,22,-1
0,327,634,4,21,-1
0,328,604,4,20,-1
0,329,574,4,19,-1
1,325,663,3,22,-1
1,326,693,3,23,-1
1,327,723,3,24,-1
1,328,753,3,25,-1
1,329,754,4,25,-1
2,325,274,4,9,-1
2,326,304,4,10,-1
2,327,334,4,11,-1
2,328,364,4,12,-1
2,329,394,4,13,-1
3,325,616,16,20,-1
3,326,646,16,21,-1
3,327,676,16,22,-1
3,328,706,16,23,-1
3,329,736,16,24,-1
4,325,664,4,22,-1
4,326,634,4,21,-1
4,327,604,4,20,-1
4,328,574,4,19,-1
4,329,544,4,18,-1
0,330,544,4,18,-1
0,331,514,4,17,-1
0,332,484,4,16,-1
0,333,485,5,16,-1
0,334,484,4,16,-1
1,330,755,5,25,-1
1,331,756,6,25,-1
1,332,757,7,25,-1
1,333,758,8,25,-1
1,334,759,9,25,-1
2,330,424,4,14,-1
2,331,454,4,15,-1
2,332,424,4,14,-1
2,333,394,4,13,-1
2,334,364,4,12,-1
3,330,766,16,25,-1
3,331,767,17,25,-1
3,332,768,18,25,-1
3,333,769,19,25,-1
3,334,770,20,25,-1
4,330,514,4,17,-1
4,331,484,4,16,-1
4,332,454,4,15,-1
4,333,484,4,16,-1
4,334,514,4,17,-1
0,335,454,4,15,-1
0,336,424,4,14,-1
0,337,394,4,13,-1
0,338,364,4,12,-1
0,339,334,4,11,-1
1,335,760,10,25,-1
1,336,761,11,25,-1
1,337,762,12,25,-1
1,338,763,13,25,-1
1,339,764,14,25,-1
2,335,334,4,11,-1
2,336,304,4,10,-1
2,337,274,4,9,-1
2,338,244,4,8,-1
2,339,214,4,7,-1
3,335,771,21,25,-1
3,336,772,22,25,-1
3,337,773,23,25,-1
3,338,774,24,25,-1
3,339,775,25,25,-1
4,335,544,4,18,-1
4,336,543,3,18,-1
4,337,573,3,19,-1
4,338,603,3,20,-1
4,339,633,3,21,-1
0,340,304,4,10,-1
0,341,274,4,9,-1
0,342,244,4,8,-1
0,343,214,4,7,-1
0,344,215,5,7,-1
1,340,765,15,25,-1
1,341,766,16,25,-1
1,342,767,17,25,-1
1,343,768,18,25,-1
1,344,769,19,25,-1
2,340,184,4,6,-1
2,341,154,4,5,-1
2,342,124,4,4,-1
2,343,154,4,5,-1
2,344,184,4,6,-1
3,340,805,25,26,-1
3,341,804,24,26,-1
3,342,803,23,26,-1
3,343,802,22,26,-1
3,344,801,21,26,-1
4,340,663,3,22,-1
4,341,693,3,23,-1
4,342,723,3,24,-1
4,343,753,3,25,-1
4,344,754,4,25,-1
0,345,185,5,6,-1
0,346,184,4,6,-1
0,347,154,4,5,-1
0,348,124,4,4,-1
0,349,154,4,5,-1
1,345,770,20,25,-1
1,346,771,21,25,-1
1,347,772,22,25,-1
1,348,773,23,25,-1
1,349,774,24,25,-1
2,345,214,4,7,-1
2,346,244,4,8,-1
2,347,274,4,9,-1
2,348,304,4,10,-1
2,349,334,4,11,-1
3,345,800,20,26,-1
3,346,799,19,26,-1
3,347,798,18,26,-1
3,348,797,17,26,-1
3,349,796,16,26,-1
4,345,755,5,25,-1
4,346,756,6,25,-1
4,347,757,7,25,-1
4,348,758,8,25,-1
4,349,759,9,25,-1
0,350,184,4,6,-1
0,351,214,4,7,-1
0,352,244,4,8,-1
0,353,274,4,9,-1
0,354,304,4,10,-1
1,350,775,25,25,-1
1,351,805,25,26,-1
1,352,804,24,26,-1
1,353,803,23,26,-1
1,354,802,22,26,-1
2,350,364,4,12,-1
2,351,394,4,13,-1
2,352,424,4,14,-1
2,353,454,4,15,-1
2,354,424,4,14,-1
3,350,766,16,25,-1
3,351,736,16,24,-1
3,352,706,16,23,-1
3,353,676,16,22,-1
3,354,646,16,21,-1
4,350,760,10,25,-1
4,351,761,11,25,-1
4,352,762,12,25,-1
4,353,763,13,25,-1
4,354,764,14,25,-1
0,355,334,4,11,-1
0,356,335,5,11,-1
0,357,365,5,12,-1
0,358,395,5,13,-1
0,359,425,5,14,-1
1,355,801,21,26,-1
1,356,800,20,26,-1
1,357,799,19,26,-1
1,358,798,18,26,-1
1,359,797,17,26,-1
2,355,394,4,13,-1
2,356,364,4,12,-1
2,357,334,4,11,-1
2,358,304,4,10,-1
2,359,274,4,9,-1
3,355,616,16,20,-1
3,356,617,17,20,-1
3,357,587,17,19,-1
3,358,557,17,18,-1
3,359,527,17,17,-1
4,355,765,15,25,-1
4,356,766,16,25,-1
4,357,767,17,25,-1
4,358,768,18,25,-1
4,359,769,19,25,-1
0,360,455,5,15,-1
0,361,485,5,16,-1
0,362,486,6,16,-1
0,363,487,7,16,-1
0,364,488,8,16,-1
1,360,796,16,26,-1
1,361,766,16,25,-1
1,362,767,17,25,-1
1,363,768,18,25,-1
1,364,769,19,25,-1
2,360,244,4,8,-1
2,361,214,4,7,-1
2,362,184,4,6,-1
2,363,154,4,5,-1
2,364,124,4,4,-1
3,360,497,17,16,-1
3,361,498,18,16,-1
3,362,499,19,16,-1
3,363,500,20,16,-1
3,364,501,21,16,-1
4,360,770,20,25,-1
4,361,771,21,25,-1
4,362,772,22,25,-1
4,363,773,23,25,-1
4,364,774,24,25,-1
0,365,489,9,16,-1
0,366,490,10,16,-1
0,367,491,11,16,-1
0,368,492,12,16,-1
0,369,493,13,16,-1
1,365,770,20,25,-1
1,366,771,21,25,-1
1,367,772,22,25,-1
1,368,773,23,25,-1
1,369,774,24,25,-1
2,365,154,4,5,-1
2,366,184,4,6,-1
2,367,214,4,7,-1
2,368,244,4,8,-1
2,369,274,4,9,-1
3,365,471,21,15,-1
3,366,472,22,15,-1
3,367,473,23,15,-1
3,368,474,24,15,-1
3,369,475,25,15,-1
4,365,775,25,25,-1
4,366,805,25,26,-1
4,367,804,24,26,-1
4,368,803,23,26,-1
4,369,802,22,26,-1
0,370,494,14,16,-1
0,371,495,15,16,-1
0,372,496,16,16,-1
0,373,526,16,17,-1
0,374,556,16,18,-1
1,370,775,25,25,-1
1,371,805,25,26,-1
1,372,804,24,26,-1
1,373,803,23,26,-1
1,374,802,22,26,-1
2,370,304,4,10,-1
2,371,334,4,11,-1
2,372,364,4,12,-1
2,373,394,4,13,-1
2,374,424,4,14,-1
3,370,445,25,14,-1
3,371,415,25,13,-1
3,372,385,25,12,-1
3,373,355,25,11,-1
3,374,325,25,10,-1
4,370,801,21,26,-1
4,371,800,20,26,-1
4,372,799,19,26,-1
4,373,798,18,26,-1
4,374,797,17,26,-1
0,375,586,16,19,-1
0,376,616,16,20,-1
0,377,646,16,21,-1
0,378,676,16,22,-1
0,379,677,17,22,-1
1,375,801,21,26,-1
1,376,800,20,26,-1
1,377,799,19,26,-1
1,378,798,18,26,-1
1,379,797,17,26,-1
2,375,454,4,15,-1
2,376,484,4,16,-1
2,377,485,5,16,-1
2,378,486,6,16,-1
2,379,487,7,16,-1
3,375,295,25,9,-1
3,376,265,25,8,-1
3,377,235,25,7,-1
3,378,205,25,6,-1
3,379,175,25,5,-1
4,375,796,16,26,-1
4,376,766,16,25,-1
4,377,736,16,24,-1
4,378,706,16,23,-1
4,379,676,16,22,-1
0,380,707,17,23,-1
0,381,737,17,24,-1
0,382,738,18,24,-1
0,383,738,18,24,-1
0,384,768,18,25,-1
1,380,796,16,26,-1
1,381,766,16,25,-1
1,382,767,17,25,-1
1,383,768,18,25,-1
1,384,769,19,25,-1
2,380,488,8,16,-1
2,381,489,9,16,-1
2,382,490,10,16,-1
2,383,491,11,16,-1
2,384,492,12,16,-1
3,380,145,25,4,-1
3,381,175,25,5,-1
3,382,205,25,6,-1
3,383,235,25,7,-1
3,384,265,25,8,-1
4,380,646,16,21,-1
4,381,616,16,20,-1
4,382,617,17,20,-1
4,383,587,17,19,-1
4,384,557,17,18,-1
0,385,769,19,25,-1
0,386,770,20,25,-1
0,387,771,21,25,-1
0,388,772,22,25,-1
0,389,773,23,25,-1
1,385,770,20,25,-1
1,386,771,21,25,-1
1,387,772,22,25,-1
1,388,773,23,25,-1
1,389,774,24,25,-1
2,385,493,13,16,-1
2,386,494,14,16,-1
2,387,495,15,16,-1
2,388,496,16,16,-1
2,389,497,17,16,-1
3,385,295,25,9,-1
3,386,325,25,10,-1
3,387,355,25,11,-1
3,388,385,25,12,-1
3,389,415,25,13,-1
4,385,527,17,17,-1
4,386,526,16,17,-1
4,387,525,15,17,-1
4,388,495,15,16,-1
4,389,465,15,15,-1
0,390,774,24,25,-1
0,391,775,25,25,-1
0,392,805,25,26,-1
0,393,804,24,26,-1
0,394,803,23,26,-1
1,390,775,25,25,-1
1,391,805,25,26,-1
1,392,804,24,26,-1
1,393,803,23,26,-1
1,394,802,22,26,-1
2,390,498,18,16,-1
2,391,499,19,16,-1
2,392,500,20,16,-1
2,393,501,21,16,-1
2,394,471,21,15,-1
3,390,445,25,14,-1
3,391,475,25,15,-1
3,392,505,25,16,-1
3,393,535,25,17,-1
3,394,565,25,18,-1
4,390,435,15,14,-1
4,391,405,15,13,-1
4,392,375,15,12,-1
4,393,345,15,11,-1
4,394,315,15,10,-1
0,395,802,22,26,-1
0,396,801,21,26,-1
0,397,800,20,26,-1
0,398,799,19,26,-1
0,399,798,18,26,-1
1,395,801,21,26,-1
1,396,800,20,26,-1
1,397,799,19,26,-1
1,398,798,18,26,-1
1,399,797,17,26,-1
2,395,472,22,15,-1
2,396,473,23,15,-1
2,397,474,24,15,-1
2,398,475,25,15,-1
2,399,445,25,14,-1
3,395,595,25,19,-1
3,396,625,25,20,-1
3,397,655,25,21,-1
3,398,685,25,22,-1
3,399,715,25,23,-1
4,395,285,15,9,-1
4,396,255,15,8,-1
4,397,225,15,7,-1
4,398,195,15,6,-1
4,399,165,15,5,-1
0,400,797,17,26,-1
0,401,796,16,26,-1
0,402,766,16,25,-1
0,403,736,16,24,-1
0,404,706,16,23,-1
1,400,796,16,26,-1
1,401,766,16,25,-1
1,402,767,17,25,-1
1,403,768,18,25,-1
1,404,769,19,25,-1
2,400,415,25,13,-1
2,401,385,25,12,-1
2,402,355,25,11,-1
2,403,325,25,10,-1
2,404,295,25,9,-1
3,400,745,25,24,-1
3,401,775,25,25,-1
3,402,805,25,26,-1
3,403,804,24,26,-1
3,404,803,23,26,-1
4,400,135,15,4,-1
4,401,134,14,4,-1
4,402,133,13,4,-1
4,403,132,12,4,-1
4,404,131,11,4,-1
0,405,676,16,22,-1
0,406,646,16,21,-1
0,407,616,16,20,-1
0,408,617,17,20,-1
0,409,587,17,19,-1
1,405,770,20,25,-1
1,406,771,21,25,-1
1,407,772,22,25,-1
1,408,773,23,25,-1
1,409,774,24,25,-1
2,405,265,25,8,-1
2,406,235,25,7,-1
2,407,205,25,6,-1
2,408,175,25,5,-1
2,409,145,25,4,-1
3,405,802,22,26,-1
3,406,801,21,26,-1
3,407,800,20,26,-1
3,408,799,19,26,-1
3,409,798,18,26,-1
4,405,130,10,4,-1
4,406,129,9,4,-1
4,407,128,8,4,-1
4,408,127,7,4,-1
4,409,126,6,4,-1
0,410,557,17,18,-1
0,411,527,17,17,-1
0,412,497,17,16,-1
0,413,498,18,16,-1
0,414,499,19,16,-1
1,410,775,25,25,-1
1,411,805,25,26,-1
1,412,804,24,26,-1
1,413,803,23,26,-1
1,414,802,22,26,-1
2,410,175,25,5,-1
2,411,205,25,6,-1
2,412,235,25,7,-1
2,413,265,25,8,-1
2,414,295,25,9,-1
3,410,797,17,26,-1
3,411,796,16,26,-1
3,412,795,15,26,-1
3,413,794,14,26,-1
3,414,793,13,26,-1
4,410,125,5,4,-1
4,411,124,4,4,-1
4,412,154,4,5,-1
4,413,184,4,6,-1
4,414,214,4,7,-1
0,415,500,20,16,-1
0,416,501,21,16,-1
0,417,471,21,15,-1
0,418,472,22,15,-1
0,419,473,23,15,-1
1,415,801,21,26,-1
1,416,800,20,26,-1
1,417,799,19,26,-1
1,418,798,18,26,-1
1,419,797,17,26,-1
2,415,325,25,10,-1
2,416,355,25,11,-1
2,417,385,25,12,-1
2,418,415,25,13,-1
2,419,445,25,14,-1
3,415,792,12,26,-1
3,416,791,11,26,-1
3,417,790,10,26,-1
3,418,789,9,26,-1
3,419,788,8,26,-1
4,415,244,4,8,-1
4,416,274,4,9,-1
4,417,304,4,10,-1
4,418,334,4,11,-1
4,419,364,4,12,-1
0,420,474,24,15,-1
0,421,475,25,15,-1
0,422,445,25,14,-1
0,423,415,25,13,-1
0,424,385,25,12,-1
1,420,796,16,26,-1
1,421,766,16,25,-1
1,422,736,16,24,-1
1,423,706,16,23,-1
1,424,676,16,22,-1
2,420,475,25,15,-1
2,421,505,25,16,-1
2,422,535,25,17,-1
2,423,565,25,18,-1
2,424,595,25,19,-1
3,420,787,7,26,-1
3,421,786,6,26,-1
3,422,785,5,26,-1
3,423,784,4,26,-1
3,424,754,4,25,-1
4,420,394,4,13,-1
4,421,424,4,14,-1
4,422,454,4,15,-1
4,423,424,4,14,-1
4,424,394,4,13,-1
0,425,355,25,11,-1
0,426,325,25,10,-1
0,427,295,25,9,-1
0,428,265,25,8,-1
0,429,235,25,7,-1
1,425,646,16,21,-1
1,426,616,16,20,-1
1,427,617,17,20,-1
1,428,587,17,19,-1
1,429,557,17,18,-1
2,425,625,25,20,-1
2,426,655,25,21,-1
2,427,685,25,22,-1
2,428,715,25,23,-1
2,429,745,25,24,-1
3,425,724,4,24,-1
3,426,694,4,23,-1
3,427,664,4,22,-1
3,428,634,4,21,-1
