agent,timestep,location,x,y,orientation
2,1336,244,4,8,-1
2,1337,214,4,7,-1
2,1338,184,4,6,-1
2,1339,154,4,5,-1
3,1335,500,20,16,-1
3,1336,501,21,16,-1
3,1337,471,21,15,-1
3,1338,472,22,15,-1
3,1339,473,23,15,-1
4,1335,205,25,6,-1
4,1336,175,25,5,-1
4,1337,145,25,4,-1
4,1338,144,24,4,-1
4,1339,143,23,4,-1
0,1340,764,14,25,-1
0,1341,763,13,25,-1
0,1342,762,12,25,-1
0,1343,761,11,25,-1
0,1344,760,10,25,-1
1,1340,486,6,16,-1
1,1341,487,7,16,-1
1,1342,488,8,16,-1
1,1343,489,9,16,-1
1,1344,490,10,16,-1
2,1340,124,4,4,-1
2,1341,154,4,5,-1
2,1342,184,4,6,-1
2,1343,214,4,7,-1
2,1344,244,4,8,-1
3,1340,474,24,15,-1
3,1341,475,25,15,-1
3,1342,445,25,14,-1
3,1343,415,25,13,-1
3,1344,385,25,12,-1
4,1340,142,22,4,-1
4,1341,141,21,4,-1
4,1342,140,20,4,-1
4,1343,139,19,4,-1
4,1344,138,18,4,-1
0,1345,759,9,25,-1
0,1346,758,8,25,-1
0,1347,757,7,25,-1
0,1348,756,6,25,-1
0,1349,755,5,25,-1
1,1345,491,11,16,-1
1,1346,492,12,16,-1
1,1347,493,13,16,-1
1,1348,494,14,16,-1
1,1349,495,15,16,-1
2,1345,274,4,9,-1
2,1346,304,4,10,-1
2,1347,334,4,11,-1
2,1348,364,4,12,-1
2,1349,394,4,13,-1
3,1345,355,25,11,-1
3,1346,325,25,10,-1
3,1347,295,25,9,-1
3,1348,265,25,8,-1
3,1349,235,25,7,-1
4,1345,137,17,4,-1
4,1346,136,16,4,-1
4,1347,135,15,4,-1
4,1348,134,14,4,-1
4,1349,133,13,4,-1
0,1350,754,4,25,-1
0,1351,724,4,24,-1
0,1352,694,4,23,-1
0,1353,664,4,22,-1
0,1354,634,4,21,-1
1,1350,496,16,16,-1
1,1351,526,16,17,-1
1,1352,556,16,18,-1
1,1353,586,16,19,-1
1,1354,616,16,20,-1
2,1350,424,4,14,-1
2,1351,454,4,15,-1
2,1352,424,4,14,-1
2,1353,394,4,13,-1
2,1354,364,4,12,-1
3,1350,205,25,6,-1
3,1351,175,25,5,-1
3,1352,145,25,4,-1
3,1353,175,25,5,-1
3,1354,205,25,6,-1
4,1350,132,12,4,-1
4,1351,131,11,4,-1
4,1352,130,10,4,-1
4,1353,129,9,4,-1
4,1354,128,8,4,-1
0,1355,604,4,20,-1
0,1356,574,4,19,-1
0,1357,544,4,18,-1
0,1358,514,4,17,-1
0,1359,484,4,16,-1
1,1355,646,16,21,-1
1,1356,676,16,22,-1
1,1357,706,16,23,-1
1,1358,736,16,24,-1
1,1359,766,16,25,-1
2,1355,334,4,11,-1
2,1356,304,4,10,-1
2,1357,274,4,9,-1
2,1358,244,4,8,-1
2,1359,214,4,7,-1
3,1355,235,25,7,-1
3,1356,265,25,8,-1
3,1357,295,25,9,-1
3,1358,325,25,10,-1
3,1359,355,25,11,-1
4,1355,127,7,4,-1
4,1356,126,6,4,-1
4,1357,125,5,4,-1
4,1358,124,4,4,-1
4,1359,154,4,5,-1
0,1360,454,4,15,-1
0,1361,484,4,16,-1
0,1362,514,4,17,-1
0,1363,544,4,18,-1
0,1364,543,3,18,-1
1,1360,767,17,25,-1
1,1361,768,18,25,-1
1,1362,769,19,25,-1
1,1363,770,20,25,-1
1,1364,771,21,25,-1
2,1360,215,5,7,-1
2,1361,185,5,6,-1
2,1362,184,4,6,-1
2,1363,154,4,5,-1
2,1364,124,4,4,-1
3,1360,385,25,12,-1
3,1361,415,25,13,-1
3,1362,445,25,14,-1
3,1363,475,25,15,-1
3,1364,445,25,14,-1
4,1360,184,4,6,-1
4,1361,214,4,7,-1
4,1362,244,4,8,-1
4,1363,274,4,9,-1
4,1364,304,4,10,-1
0,1365,573,3,19,-1
0,1366,603,3,20,-1
0,1367,633,3,21,-1
0,1368,663,3,22,-1
0,1369,693,3,23,-1
1,1365,772,22,25,-1
1,1366,773,23,25,-1
1,1367,774,24,25,-1
1,1368,775,25,25,-1
1,1369,805,25,26,-1
2,1365,154,4,5,-1
2,1366,184,4,6,-1
2,1367,214,4,7,-1
2,1368,244,4,8,-1
2,1369,274,4,9,-1
3,1365,415,25,13,-1
3,1366,385,25,12,-1
3,1367,355,25,11,-1
3,1368,325,25,10,-1
3,1369,295,25,9,-1
4,1365,334,4,11,-1
4,1366,364,4,12,-1
4,1367,394,4,13,-1
4,1368,424,4,14,-1
4,1369,454,4,15,-1
0,1370,723,3,24,-1
0,1371,753,3,25,-1
0,1372,754,4,25,-1
0,1373,724,4,24,-1
0,1374,694,4,23,-1
1,1370,804,24,26,-1
1,1371,803,23,26,-1
1,1372,802,22,26,-1
1,1373,801,21,26,-1
1,1374,800,20,26,-1
2,1370,304,4,10,-1
2,1371,334,4,11,-1
2,1372,335,5,11,-1
2,1373,365,5,12,-1
2,1374,395,5,13,-1
3,1370,265,25,8,-1
3,1371,235,25,7,-1
3,1372,205,25,6,-1
3,1373,175,25,5,-1
3,1374,145,25,4,-1
4,1370,424,4,14,-1
4,1371,394,4,13,-1
4,1372,364,4,12,-1
4,1373,334,4,11,-1
4,1374,304,4,10,-1
0,1375,664,4,22,-1
0,1376,634,4,21,-1
0,1377,604,4,20,-1
0,1378,574,4,19,-1
0,1379,544,4,18,-1
1,1375,799,19,26,-1
1,1376,798,18,26,-1
1,1377,797,17,26,-1
1,1378,796,16,26,-1
1,1379,766,16,25,-1
2,1375,425,5,14,-1
2,1376,455,5,15,-1
2,1377,485,5,16,-1
2,1378,486,6,16,-1
2,1379,487,7,16,-1
3,1375,175,25,5,-1
3,1376,205,25,6,-1
3,1377,235,25,7,-1
3,1378,265,25,8,-1
3,1379,295,25,9,-1
4,1375,274,4,9,-1
4,1376,244,4,8,-1
4,1377,214,4,7,-1
4,1378,184,4,6,-1
4,1379,154,4,5,-1
0,1380,514,4,17,-1
0,1381,484,4,16,-1
0,1382,485,5,16,-1
0,1383,486,6,16,-1
0,1384,487,7,16,-1
1,1380,736,16,24,-1
1,1381,706,16,23,-1
1,1382,676,16,22,-1
1,1383,646,16,21,-1
1,1384,616,16,20,-1
2,1380,488,8,16,-1
2,1381,489,9,16,-1
2,1382,490,10,16,-1
2,1383,491,11,16,-1
2,1384,492,12,16,-1
3,1380,325,25,10,-1
3,1381,355,25,11,-1
3,1382,385,25,12,-1
3,1383,415,25,13,-1
3,1384,445,25,14,-1
4,1380,124,4,4,-1
4,1381,125,5,4,-1
4,1382,126,6,4,-1
4,1383,127,7,4,-1
4,1384,128,8,4,-1
0,1385,488,8,16,-1
0,1386,489,9,16,-1
0,1387,490,10,16,-1
0,1388,491,11,16,-1
0,1389,492,12,16,-1
1,1385,617,17,20,-1
1,1386,587,17,19,-1
1,1387,557,17,18,-1
1,1388,527,17,17,-1
1,1389,528,18,17,-1
2,1385,493,13,16,-1
2,1386,494,14,16,-1
2,1387,495,15,16,-1
2,1388,496,16,16,-1
2,1389,497,17,16,-1
3,1385,475,25,15,-1
3,1386,505,25,16,-1
3,1387,535,25,17,-1
3,1388,565,25,18,-1
3,1389,595,25,19,-1
4,1385,129,9,4,-1
4,1386,130,10,4,-1
4,1387,131,11,4,-1
4,1388,132,12,4,-1
4,1389,133,13,4,-1
0,1390,493,13,16,-1
0,1391,494,14,16,-1
0,1392,495,15,16,-1
0,1393,496,16,16,-1
0,1394,497,17,16,-1
1,1390,529,19,17,-1
1,1391,530,20,17,-1
1,1392,531,21,17,-1
1,1393,532,22,17,-1
1,1394,502,22,16,-1
2,1390,498,18,16,-1
2,1391,499,19,16,-1
2,1392,500,20,16,-1
2,1393,501,21,16,-1
2,1394,471,21,15,-1
3,1390,625,25,20,-1
3,1391,655,25,21,-1
3,1392,685,25,22,-1
3,1393,715,25,23,-1
3,1394,745,25,24,-1
4,1390,134,14,4,-1
4,1391,135,15,4,-1
4,1392,134,14,4,-1
4,1393,133,13,4,-1
4,1394,132,12,4,-1
0,1395,498,18,16,-1
0,1396,499,19,16,-1
0,1397,500,20,16,-1
0,1398,501,21,16,-1
0,1399,471,21,15,-1
1,1395,503,23,16,-1
1,1396,504,24,16,-1
1,1397,505,25,16,-1
1,1398,505,25,16,-1
1,1399,475,25,15,-1
2,1395,472,22,15,-1
2,1396,473,23,15,-1
2,1397,474,24,15,-1
2,1398,475,25,15,-1
2,1399,445,25,14,-1
3,1395,775,25,25,-1
3,1396,805,25,26,-1
3,1397,804,24,26,-1
3,1398,803,23,26,-1
3,1399,802,22,26,-1
4,1395,131,11,4,-1
4,1396,130,10,4,-1
4,1397,129,9,4,-1
4,1398,128,8,4,-1
4,1399,127,7,4,-1
0,1400,472,22,15,-1
0,1401,473,23,15,-1
0,1402,474,24,15,-1
0,1403,475,25,15,-1
0,1404,505,25,16,-1
1,1400,445,25,14,-1
1,1401,415,25,13,-1
1,1402,385,25,12,-1
1,1403,355,25,11,-1
1,1404,325,25,10,-1
2,1400,415,25,13,-1
2,1401,385,25,12,-1
2,1402,355,25,11,-1
2,1403,325,25,10,-1
2,1404,295,25,9,-1
3,1400,801,21,26,-1
3,1401,800,20,26,-1
3,1402,799,19,26,-1
3,1403,798,18,26,-1
3,1404,797,17,26,-1
4,1400,126,6,4,-1
4,1401,125,5,4,-1
4,1402,124,4,4,-1
4,1403,154,4,5,-1
4,1404,184,4,6,-1
0,1405,535,25,17,-1
0,1406,565,25,18,-1
0,1407,595,25,19,-1
0,1408,594,24,19,-1
0,1409,593,23,19,-1
1,1405,295,25,9,-1
1,1406,265,25,8,-1
1,1407,235,25,7,-1
1,1408,205,25,6,-1
1,1409,175,25,5,-1
2,1405,265,25,8,-1
2,1406,235,25,7,-1
2,1407,205,25,6,-1
2,1408,175,25,5,-1
2,1409,145,25,4,-1
3,1405,796,16,26,-1
3,1406,766,16,25,-1
3,1407,736,16,24,-1
3,1408,706,16,23,-1
3,1409,676,16,22,-1
4,1405,214,4,7,-1
4,1406,244,4,8,-1
4,1407,274,4,9,-1
4,1408,304,4,10,-1
4,1409,334,4,11,-1
0,1410,592,22,19,-1
0,1411,591,21,19,-1
0,1412,590,20,19,-1
0,1413,589,19,19,-1
0,1414,619,19,20,-1
1,1410,145,25,4,-1
1,1411,175,25,5,-1
1,1412,205,25,6,-1
1,1413,235,25,7,-1
1,1414,265,25,8,-1
2,1410,144,24,4,-1
2,1411,143,23,4,-1
2,1412,142,22,4,-1
2,1413,141,21,4,-1
2,1414,140,20,4,-1
3,1410,646,16,21,-1
3,1411,616,16,20,-1
3,1412,617,17,20,-1
3,1413,587,17,19,-1
3,1414,557,17,18,-1
4,1410,364,4,12,-1
4,1411,394,4,13,-1
4,1412,424,4,14,-1
4,1413,454,4,15,-1
4,1414,484,4,16,-1
0,1415,618,18,20,-1
0,1416,648,18,21,-1
0,1417,678,18,22,-1
0,1418,708,18,23,-1
0,1419,738,18,24,-1
1,1415,295,25,9,-1
1,1416,325,25,10,-1
1,1417,355,25,11,-1
1,1418,385,25,12,-1
1,1419,415,25,13,-1
2,1415,139,19,4,-1
2,1416,138,18,4,-1
2,1417,137,17,4,-1
2,1418,167,17,5,-1
2,1419,166,16,5,-1
3,1415,527,17,17,-1
3,1416,526,16,17,-1
3,1417,525,15,17,-1
3,1418,495,15,16,-1
3,1419,465,15,15,-1
4,1415,485,5,16,-1
4,1416,486,6,16,-1
4,1417,487,7,16,-1
4,1418,488,8,16,-1
4,1419,489,9,16,-1
0,1420,768,18,25,-1
0,1421,767,17,25,-1
0,1422,766,16,25,-1
0,1423,736,16,24,-1
0,1424,706,16,23,-1
1,1420,445,25,14,-1
1,1421,475,25,15,-1
1,1422,445,25,14,-1
1,1423,415,25,13,-1
1,1424,385,25,12,-1
2,1420,196,16,6,-1
2,1421,226,16,7,-1
2,1422,256,16,8,-1
2,1423,286,16,9,-1
2,1424,316,16,10,-1
3,1420,435,15,14,-1
3,1421,405,15,13,-1
3,1422,375,15,12,-1
3,1423,345,15,11,-1
3,1424,315,15,10,-1
4,1420,490,10,16,-1
4,1421,491,11,16,-1
4,1422,492,12,16,-1
4,1423,493,13,16,-1
4,1424,494,14,16,-1
0,1425,676,16,22,-1
0,1426,646,16,21,-1
0,1427,616,16,20,-1
0,1428,617,17,20,-1
0,1429,587,17,19,-1
1,1425,355,25,11,-1
1,1426,325,25,10,-1
1,1427,295,25,9,-1
1,1428,265,25,8,-1
1,1429,235,25,7,-1
2,1425,346,16,11,-1
2,1426,376,16,12,-1
2,1427,406,16,13,-1
2,1428,436,16,14,-1
2,1429,466,16,15,-1
3,1425,285,15,9,-1
3,1426,255,15,8,-1
3,1427,225,15,7,-1
3,1428,195,15,6,-1
3,1429,165,15,5,-1
4,1425,495,15,16,-1
4,1426,496,16,16,-1
4,1427,497,17,16,-1
4,1428,498,18,16,-1
4,1429,499,19,16,-1
0,1430,557,17,18,-1
0,1431,527,17,17,-1
0,1432,526,16,17,-1
0,1433,525,15,17,-1
0,1434,495,15,16,-1
1,1430,205,25,6,-1
1,1431,175,25,5,-1
1,1432,145,25,4,-1
1,1433,175,25,5,-1
1,1434,205,25,6,-1
2,1430,465,15,15,-1
2,1431,464,14,15,-1
2,1432,463,13,15,-1
2,1433,462,12,15,-1
2,1434,461,11,15,-1
3,1430,135,15,4,-1
3,1431,134,14,4,-1
3,1432,133,13,4,-1
3,1433,132,12,4,-1
3,1434,131,11,4,-1
4,1430,500,20,16,-1
4,1431,501,21,16,-1
4,1432,471,21,15,-1
4,1433,472,22,15,-1
4,1434,473,23,15,-1
0,1435,465,15,15,-1
0,1436,435,15,14,-1
0,1437,405,15,13,-1
0,1438,375,15,12,-1
0,1439,345,15,11,-1
1,1435,235,25,7,-1
1,1436,265,25,8,-1
1,1437,295,25,9,-1
1,1438,325,25,10,-1
1,1439,355,25,11,-1
2,1435,460,10,15,-1
2,1436,459,9,15,-1
2,1437,458,8,15,-1
2,1438,457,7,15,-1
2,1439,456,6,15,-1
3,1435,130,10,4,-1
3,1436,129,9,4,-1
3,1437,128,8,4,-1
3,1438,127,7,4,-1
3,1439,126,6,4,-1
4,1435,474,24,15,-1
4,1436,475,25,15,-1
4,1437,445,25,14,-1
4,1438,415,25,13,-1
4,1439,385,25,12,-1
0,1440,315,15,10,-1
0,1441,285,15,9,-1
0,1442,255,15,8,-1
0,1443,225,15,7,-1
0,1444,195,15,6,-1
1,1440,356,26,11,-1
1,1441,386,26,12,-1
1,1442,416,26,13,-1
1,1443,446,26,14,-1
1,1444,476,26,15,-1
2,1440,455,5,15,-1
2,1441,454,4,15,-1
2,1442,424,4,14,-1
2,1443,394,4,13,-1
2,1444,364,4,12,-1
3,1440,125,5,4,-1
3,1441,124,4,4,-1
3,1442,154,4,5,-1
3,1443,184,4,6,-1
3,1444,214,4,7,-1
4,1440,355,25,11,-1
4,1441,325,25,10,-1
4,1442,295,25,9,-1
4,1443,265,25,8,-1
4,1444,235,25,7,-1
0,1445,165,15,5,-1
0,1446,135,15,4,-1
0,1447,134,14,4,-1
0,1448,133,13,4,-1
0,1449,132,12,4,-1
1,1445,506,26,16,-1
1,1446,536,26,17,-1
1,1447,566,26,18,-1
1,1448,596,26,19,-1
1,1449,626,26,20,-1
2,1445,334,4,11,-1
2,1446,304,4,10,-1
2,1447,305,5,10,-1
2,1448,304,4,10,-1
2,1449,274,4,9,-1
3,1445,244,4,8,-1
3,1446,274,4,9,-1
3,1447,304,4,10,-1
3,1448,334,4,11,-1
3,1449,364,4,12,-1
4,1445,205,25,6,-1
4,1446,175,25,5,-1
4,1447,145,25,4,-1
4,1448,175,25,5,-1
4,1449,205,25,6,-1
0,1450,131,11,4,-1
0,1451,130,10,4,-1
0,1452,129,9,4,-1
0,1453,128,8,4,-1
0,1454,127,7,4,-1
1,1450,656,26,21,-1
1,1451,686,26,22,-1
1,1452,716,26,23,-1
1,1453,746,26,24,-1
1,1454,776,26,25,-1
2,1450,244,4,8,-1
2,1451,214,4,7,-1
2,1452,184,4,6,-1
2,1453,154,4,5,-1
2,1454,124,4,4,-1
3,1450,394,4,13,-1
3,1451,424,4,14,-1
3,1452,454,4,15,-1
3,1453,484,4,16,-1
3,1454,514,4,17,-1
4,1450,235,25,7,-1
4,1451,265,25,8,-1
4,1452,295,25,9,-1
4,1453,325,25,10,-1
4,1454,355,25,11,-1
0,1455,126,6,4,-1
0,1456,125,5,4,-1
0,1457,124,4,4,-1
0,1458,154,4,5,-1
0,1459,184,4,6,-1
1,1455,775,25,25,-1
1,1456,805,25,26,-1
1,1457,804,24,26,-1
1,1458,803,23,26,-1
1,1459,802,22,26,-1
2,1455,154,4,5,-1
2,1456,184,4,6,-1
2,1457,214,4,7,-1
2,1458,244,4,8,-1
2,1459,274,4,9,-1
3,1455,544,4,18,-1
3,1456,543,3,18,-1
3,1457,573,3,19,-1
3,1458,603,3,20,-1
3,1459,633,3,21,-1
4,1455,385,25,12,-1
4,1456,415,25,13,-1
4,1457,445,25,14,-1
4,1458,475,25,15,-1
4,1459,445,25,14,-1
0,1460,214,4,7,-1
0,1461,244,4,8,-1
0,1462,274,4,9,-1
0,1463,304,4,10,-1
0,1464,334,4,11,-1
1,1460,801,21,26,-1
1,1461,800,20,26,-1
1,1462,799,19,26,-1
1,1463,798,18,26,-1
1,1464,797,17,26,-1
2,1460,304,4,10,-1
2,1461,334,4,11,-1
2,1462,364,4,12,-1
2,1463,394,4,13,-1
2,1464,424,4,14,-1
3,1460,663,3,22,-1
3,1461,693,3,23,-1
3,1462,723,3,24,-1
3,1463,753,3,25,-1
3,1464,754,4,25,-1
4,1460,415,25,13,-1
4,1461,385,25,12,-1
4,1462,355,25,11,-1
4,1463,325,25,10,-1
4,1464,295,25,9,-1
0,1465,364,4,12,-1
0,1466,394,4,13,-1
0,1467,424,4,14,-1
0,1468,454,4,15,-1
0,1469,424,4,14,-1
1,1465,796,16,26,-1
1,1466,766,16,25,-1
1,1467,736,16,24,-1
1,1468,706,16,23,-1
1,1469,676,16,22,-1
2,1465,454,4,15,-1
2,1466,484,4,16,-1
2,1467,485,5,16,-1
2,1468,486,6,16,-1
2,1469,487,7,16,-1
3,1465,755,5,25,-1
3,1466,756,6,25,-1
3,1467,757,7,25,-1
3,1468,758,8,25,-1
3,1469,759,9,25,-1
4,1465,265,25,8,-1
4,1466,235,25,7,-1
4,1467,205,25,6,-1
4,1468,175,25,5,-1
4,1469,145,25,4,-1
0,1470,394,4,13,-1
0,1471,364,4,12,-1
0,1472,334,4,11,-1
0,1473,304,4,10,-1
0,1474,274,4,9,-1
1,1470,646,16,21,-1
1,1471,616,16,20,-1
1,1472,617,17,20,-1
1,1473,587,17,19,-1
1,1474,557,17,18,-1
2,1470,488,8,16,-1
2,1471,489,9,16,-1
2,1472,490,10,16,-1
2,1473,491,11,16,-1
2,1474,492,12,16,-1
3,1470,760,10,25,-1
3,1471,761,11,25,-1
3,1472,762,12,25,-1
3,1473,763,13,25,-1
3,1474,764,14,25,-1
4,1470,175,25,5,-1
4,1471,205,25,6,-1
4,1472,235,25,7,-1
4,1473,265,25,8,-1
4,1474,295,25,9,-1
0,1475,244,4,8,-1
0,1476,214,4,7,-1
0,1477,184,4,6,-1
0,1478,154,4,5,-1
0,1479,124,4,4,-1
1,1475,527,17,17,-1
1,1476,497,17,16,-1
1,1477,498,18,16,-1
1,1478,499,19,16,-1
1,1479,500,20,16,-1
2,1475,493,13,16,-1
2,1476,494,14,16,-1
2,1477,495,15,16,-1
2,1478,496,16,16,-1
2,1479,497,17,16,-1
3,1475,765,15,25,-1
3,1476,766,16,25,-1
3,1477,767,17,25,-1
3,1478,768,18,25,-1
3,1479,769,19,25,-1
4,1475,325,25,10,-1
4,1476,355,25,11,-1
4,1477,385,25,12,-1
4,1478,415,25,13,-1
4,1479,445,25,14,-1
0,1480,154,4,5,-1
0,1481,184,4,6,-1
0,1482,214,4,7,-1
0,1483,244,4,8,-1
0,1484,274,4,9,-1
1,1480,501,21,16,-1
1,1481,471,21,15,-1
1,1482,472,22,15,-1
1,1483,473,23,15,-1
1,1484,474,24,15,-1
2,1480,498,18,16,-1
2,1481,499,19,16,-1
2,1482,500,20,16,-1
2,1483,501,21,16,-1
2,1484,471,21,15,-1
3,1480,770,20,25,-1
3,1481,771,21,25,-1
3,1482,772,22,25,-1
3,1483,773,23,25,-1
3,1484,774,24,25,-1
4,1480,475,25,15,-1
4,1481,445,25,14,-1
4,1482,415,25,13,-1
4,1483,385,25,12,-1
4,1484,355,25,11,-1
0,1485,304,4,10,-1
0,1486,334,4,11,-1
0,1487,364,4,12,-1
0,1488,394,4,13,-1
0,1489,424,4,14,-1
1,1485,475,25,15,-1
1,1486,505,25,16,-1
1,1487,535,25,17,-1
1,1488,565,25,18,-1
1,1489,595,25,19,-1
2,1485,472,22,15,-1
2,1486,473,23,15,-1
2,1487,474,24,15,-1
2,1488,475,25,15,-1
2,1489,445,25,14,-1
3,1485,775,25,25,-1
3,1486,805,25,26,-1
3,1487,804,24,26,-1
3,1488,803,23,26,-1
3,1489,802,22,26,-1
4,1485,325,25,10,-1
4,1486,295,25,9,-1
4,1487,265,25,8,-1
4,1488,235,25,7,-1
4,1489,205,25,6,-1
0,1490,454,4,15,-1
0,1491,424,4,14,-1
0,1492,394,4,13,-1
0,1493,364,4,12,-1
0,1494,334,4,11,-1
1,1490,594,24,19,-1
1,1491,593,23,19,-1
1,1492,592,22,19,-1
1,1493,591,21,19,-1
1,1494,590,20,19,-1
2,1490,415,25,13,-1
2,1491,385,25,12,-1
2,1492,355,25,11,-1
2,1493,325,25,10,-1
2,1494,295,25,9,-1
3,1490,801,21,26,-1
3,1491,800,20,26,-1
3,1492,799,19,26,-1
3,1493,798,18,26,-1
3,1494,797,17,26,-1
4,1490,175,25,5,-1
4,1491,145,25,4,-1
4,1492,175,25,5,-1
4,1493,205,25,6,-1
4,1494,235,25,7,-1
0,1495,304,4,10,-1
0,1496,274,4,9,-1
0,1497,244,4,8,-1
0,1498,214,4,7,-1
0,1499,184,4,6,-1
1,1495,589,19,19,-1
1,1496,619,19,20,-1
1,1497,618,18,20,-1
1,1498,648,18,21,-1
1,1499,678,18,22,-1
2,1495,296,26,9,-1
2,1496,266,26,8,-1
2,1497,265,25,8,-1
2,1498,235,25,7,-1
2,1499,205,25,6,-1
3,1495,796,16,26,-1
3,1496,766,16,25,-1
3,1497,767,17,25,-1
3,1498,768,18,25,-1
3,1499,769,19,25,-1
4,1495,265,25,8,-1
4,1496,295,25,9,-1
4,1497,325,25,10,-1
4,1498,355,25,11,-1
4,1499,385,25,12,-1
0,1500,154,4,5,-1
0,1501,124,4,4,-1
0,1502,125,5,4,-1
0,1503,126,6,4,-1
0,1504,127,7,4,-1
1,1500,708,18,23,-1
1,1501,738,18,24,-1
1,1502,768,18,25,-1
1,1503,767,17,25,-1
1,1504,766,16,25,-1
2,1500,175,25,5,-1
2,1501,145,25,4,-1
2,1502,144,24,4,-1
2,1503,143,23,4,-1
2,1504,142,22,4,-1
3,1500,770,20,25,-1
3,1501,771,21,25,-1
3,1502,772,22,25,-1
3,1503,773,23,25,-1
3,1504,774,24,25,-1
4,1500,415,25,13,-1
4,1501,445,25,14,-1
4,1502,475,25,15,-1
4,1503,445,25,14,-1
4,1504,415,25,13,-1
0,1505,128,8,4,-1
0,1506,129,9,4,-1
0,1507,130,10,4,-1
0,1508,131,11,4,-1
0,1509,132,12,4,-1
1,1505,736,16,24,-1
1,1506,706,16,23,-1
1,1507,676,16,22,-1
1,1508,646,16,21,-1
1,1509,616,16,20,-1
2,1505,141,21,4,-1
2,1506,140,20,4,-1
2,1507,139,19,4,-1
2,1508,138,18,4,-1
2,1509,137,17,4,-1
3,1505,775,25,25,-1
3,1506,805,25,26,-1
3,1507,804,24,26,-1
3,1508,803,23,26,-1
3,1509,802,22,26,-1
4,1505,385,25,12,-1
4,1506,355,25,11,-1
4,1507,325,25,10,-1
4,1508,295,25,9,-1
4,1509,265,25,8,-1
0,1510,133,13,4,-1
0,1511,134,14,4,-1
0,1512,135,15,4,-1
0,1513,134,14,4,-1
0,1514,133,13,4,-1
1,1510,617,17,20,-1
1,1511,587,17,19,-1
1,1512,557,17,18,-1
1,1513,527,17,17,-1
1,1514,497,17,16,-1
2,1510,167,17,5,-1
2,1511,166,16,5,-1
2,1512,196,16,6,-1
2,1513,226,16,7,-1
2,1514,256,16,8,-1
3,1510,801,21,26,-1
3,1511,800,20,26,-1
3,1512,799,19,26,-1
3,1513,798,18,26,-1
3,1514,797,17,26,-1
4,1510,235,25,7,-1
4,1511,205,25,6,-1
4,1512,175,25,5,-1
4,1513,145,25,4,-1
4,1514,144,24,4,-1
0,1515,132,12,4,-1
0,1516,131,11,4,-1
0,1517,130,10,4,-1
0,1518,129,9,4,-1
0,1519,128,8,4,-1
1,1515,498,18,16,-1
1,1516,499,19,16,-1
1,1517,500,20,16,-1
1,1518,501,21,16,-1
1,1519,471,21,15,-1
2,1515,286,16,9,-1
2,1516,316,16,10,-1
2,1517,346,16,11,-1
2,1518,376,16,12,-1
2,1519,406,16,13,-1
3,1515,796,16,26,-1
3,1516,766,16,25,-1
3,1517,765,15,25,-1
3,1518,764,14,25,-1
3,1519,763,13,25,-1
4,1515,143,23,4,-1
4,1516,142,22,4,-1
4,1517,141,21,4,-1
4,1518,140,20,4,-1
4,1519,139,19,4,-1
0,1520,127,7,4,-1
0,1521,126,6,4,-1
0,1522,125,5,4,-1
0,1523,124,4,4,-1
0,1524,154,4,5,-1
1,1520,472,22,15,-1
1,1521,473,23,15,-1
1,1522,474,24,15,-1
1,1523,475,25,15,-1
1,1524,445,25,14,-1
2,1520,436,16,14,-1
2,1521,466,16,15,-1
2,1522,465,15,15,-1
2,1523,464,14,15,-1
2,1524,463,13,15,-1
3,1520,762,12,25,-1
3,1521,761,11,25,-1
3,1522,760,10,25,-1
3,1523,759,9,25,-1
3,1524,758,8,25,-1
4,1520,138,18,4,-1
4,1521,137,17,4,-1
4,1522,136,16,4,-1
4,1523,135,15,4,-1
4,1524,134,14,4,-1
0,1525,184,4,6,-1
0,1526,214,4,7,-1
0,1527,244,4,8,-1
0,1528,274,4,9,-1
0,1529,304,4,10,-1
1,1525,415,25,13,-1
1,1526,385,25,12,-1
1,1527,355,25,11,-1
1,1528,325,25,10,-1
1,1529,295,25,9,-1
2,1525,462,12,15,-1
2,1526,461,11,15,-1
2,1527,460,10,15,-1
2,1528,459,9,15,-1
2,1529,458,8,15,-1
3,1525,757,7,25,-1
3,1526,756,6,25,-1
3,1527,755,5,25,-1
3,1528,754,4,25,-1
3,1529,724,4,24,-1
4,1525,133,13,4,-1
4,1526,132,12,4,-1
4,1527,131,11,4,-1
4,1528,130,10,4,-1
4,1529,129,9,4,-1
0,1530,334,4,11,-1
0,1531,364,4,12,-1
0,1532,394,4,13,-1
0,1533,424,4,14,-1
0,1534,454,4,15,-1
1,1530,265,25,8,-1
1,1531,235,25,7,-1
1,1532,205,25,6,-1
1,1533,175,25,5,-1
1,1534,145,25,4,-1
2,1530,457,7,15,-1
2,1531,456,6,15,-1
2,1532,455,5,15,-1
2,1533,454,4,15,-1
2,1534,484,4,16,-1
3,1530,694,4,23,-1
3,1531,664,4,22,-1
3,1532,634,4,21,-1
3,1533,604,4,20,-1
3,1534,574,4,19,-1
4,1530,128,8,4,-1
4,1531,127,7,4,-1
4,1532,126,6,4,-1
4,1533,125,5,4,-1
4,1534,124,4,4,-1
0,1535,424,4,14,-1
0,1536,394,4,13,-1
0,1537,364,4,12,-1
0,1538,334,4,11,-1
0,1539,304,4,10,-1
1,1535,175,25,5,-1
1,1536,205,25,6,-1
1,1537,235,25,7,-1
1,1538,265,25,8,-1
